Registration District	Sept 1837 to 1851	1852 to June 1946	Sept 1946 to March 1965	June 1965 to March 1974	June 1974 to Dec 1992	Mar 1993 to Dec 1996	1997 to 2001
Denbighshire S (De Sir Ddinbych)	CREATED 1996	CREATED 1996	CREATED 1996	CREATED 1996	CREATED 1996	53	805
Deptford	CREATED 1930	1D	5C	5D	ABOLISHED 1966	ABOLISHED 1966	242
Depwade	13	4B	4B	4B	10	40	632
Derby	19	7B	3A	3A	6	25	394
Devizes (& Marlborough)	8	5A	7C	7C	23	52	789
Devon Central	CREATED 1936	5B	7A	7A	ABOLISHED 1974	ABOLISHED 1974	*18*
Devonport	CREATED 1898	5B	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	416
Dewsbury	22	9B	2B	2B	4	9	88
Docking	13	4B	ABOLISHED 1939	ABOLISHED 1939	ABOLISHED 1939	ABOLISHED 1939	637
Dolgelly	27	11B	ABOLISHED 1935	ABOLISHED 1935	ABOLISHED 1935	ABOLISHED 1935	*19*
Don Valley	CREATED 1938	9C	2B	2B	ABOLISHED 1974	ABOLISHED 1974	*20*
Doncaster	22	9C	2B	2B	3	4	42
Dorchester	8	5A	6A	ABOLISHED 1949	ABOLISHED 1949	ABOLISHED 1949	432
Dore (Hereford & _)	26	6A	9A	9A	29	33	516
Dorking	4	2A	ABOLISHED 1934	ABOLISHED 1934	ABOLISHED 1934	ABOLISHED 1934	755
Dover	5	2A	5B	5F	16	36	575
Dowborough (was Uckfield)	CREATED 2000	CREATED 2000	CREATED 2000	CREATED 2000	CREATED 2000	CREATED 2000	461
Downham	13	4B	4B	4B	10	40	639
Drayton	18	6A	ABOLISHED 1935	ABOLISHED 1935	ABOLISHED 1935	ABOLISHED 1935	713
Driffield	23	9D	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	544
Droitwich	18	6C	9D	9D	29	33	514
Droxford	7	2C	6B	6B	20	32	492
Dudley	18	6B/6C	9D	9B	33	7	65
Dulverton	10	5C	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	725
Dunmow	12	4A	4A	4A	ABOLISHED 1968	ABOLISHED 1968	*21*
Dunstable (now Beds)	CREATED 1969	CREATED 1969	CREATED 1969	4A	9	9	309
Durham Central (NEW)	CREATED 1938	10A	1A	1A	ABOLISHED 1971	ABOLISHED 1971	*22*
Durham Eastern	CREATED 1938	10A	1A	1A	1	28	438
Durham North Eastern	CREATED 1938	10A	1A	1A	ABOLISHED 1974	ABOLISHED 1974	*23*
Durham North Western	CREATED 1938	10A	1A	1A	ABOLISHED 1974	ABOLISHED 1974	*24*
Durham Northern	CREATED 1938	10A	1A	1A	1	28	438
Durham South Eastern	CREATED 1938	10A	1A	1A	ABOLISHED 1971	ABOLISHED 1971	*22*
Durham South Western	CREATED 1938	10A	1A	1A	1	28	438
Durham Western	CREATED 1938	10A	1A	1A	1	28	438
Dursley	11	6A	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	487
Dwyffryn Conwy	CREATED 1974	CREATED 1974	CREATED 1974	25	25	ABOLISHED 1975	846
Dwyfor	CREATED 1996	CREATED 1996	CREATED 1996	CREATED 1996	CREATED 1996	56	25
Ealing	CREATED 1947	CREATED 1947	5E	5B	12	12	226
Easington	24	10A	ABOLISHED 1938	ABOLISHED 1938	ABOLISHED 1938	ABOLISHED 1938	439
Easingwold	24	9D	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	650
East Ashford (Ashford)	5	2A	ABOLISHED 1941	ABOLISHED 1941	ABOLISHED 1941	ABOLISHED 1941	558
East Cleveland	CREATED 1974	CREATED 1974	CREATED 1974	CREATED 1974	3	22	349
East Dereham	CREATED 1939	4B	4B	4B	10	40	634
East Devon	CREATED 1998	CREATED 1998	CREATED 1998	CREATED 1998	CREATED 1998	CREATED 1998	410
East Dorset	CREATED 1997	CREATED 1997	CREATED 1997	CREATED 1997	CREATED 1997	CREATED 1997	426
East Elloe (now Lincolnshire)	CREATED 1936	7A	3B	3B	7	29	613
East Glamorgan	CREATED 1935	11A	8B	8B	ABOLISHED 1974	ABOLISHED 1974	*25*
East Grinstead	7	2B	ABOLISHED 1935	ABOLISHED 1935	ABOLISHED 1935	ABOLISHED 1935	780
East Ham	CREATED 1935	4A	5A	5E	ABOLISHED 1968	ABOLISHED 1968	257
East London	2	1C	ABOLISHED 1870	ABOLISHED 1870	ABOLISHED 1870	ABOLISHED 1870	*100*
East Preston	CREATED 1870	2B	ABOLISHED 1935	ABOLISHED 1935	ABOLISHED 1935	ABOLISHED 1935	*26*
East Retford	15	7B	3C	3C	8	43	686
East Riding of Yorkshire	23	9D	2A	2A	7	35	541
East Staffordshire	CREATED 1974	CREATED 1974	CREATED 1974	CREATED 1974	30	47	731
East Stonehouse	9	5B	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	*27*
East Surrey	CREATED 2000	CREATED 2000	CREATED 2000	CREATED 2000	CREATED 2000	CREATED 2000	17
East Ward	25	10B	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	*29*
East & West Flegg (see Flegg)	13	4B	ABOLISHED 1925	ABOLISHED 1925	ABOLISHED 1925	ABOLISHED 1925	636
Eastbourne	7	2B	5H	5H	18	29	454
Easthampstead	7	2C	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	*28*
Easthampstead	CREATED 1970	CREATED 1970	CREATED 1970	6A	ABOLISHED 1974	ABOLISHED 1974	19
Eastleigh	CREATED 1925	2C	ABOLISHED 1932	ABOLISHED 1932	ABOLISHED 1932	ABOLISHED 1932	504
Eastry	5	2A	ABOLISHED 1941	ABOLISHED 1941	ABOLISHED 1941	ABOLISHED 1941	575
Ecclesall Bierlow	22	9C	ABOLISHED 1935	ABOLISHED 1935	ABOLISHED 1935	ABOLISHED 1935	*30*
Ecclesfield	22	ABOLISHED 1850	ABOLISHED 1850	ABOLISHED 1850	ABOLISHED 1850	ABOLISHED 1850	*93*
Edmonton	3	3A	5E	5E	ABOLISHED 1965	ABOLISHED 1965	227
Elham	5	2A	ABOLISHED 1941	ABOLISHED 1941	ABOLISHED 1941	ABOLISHED 1941	558
Ellesmere	18	6A	ABOLISHED 1935	ABOLISHED 1935	ABOLISHED 1935	ABOLISHED 1935	714
Elstree & Potters Bar	CREATED 1965	CREATED 1965	CREATED 1965	4B	10	34	536
Ely (Isle of _)	14	3B	4A	4A	9	20	332
Enfield	CREATED 1965	CREATED 1965	CREATED 1965	5B	12	12	227
Epping	12	4A	5A	4A	ABOLISHED 1974	ABOLISHED 1974	470
Epping (Forest)	CREATED 1974	CREATED 1974	CREATED 1974	CREATED 1974	9	30	470
Epsom	4	2A	ABOLISHED 1934	ABOLISHED 1934	ABOLISHED 1934	ABOLISHED 1934	755
Erewash	CREATED 1997	CREATED 1997	CREATED 1997	CREATED 1997	CREATED 1997	CREATED 1997	396
Erpingham	13	4B	ABOLISHED 1939	ABOLISHED 1939	ABOLISHED 1939	ABOLISHED 1939	638
Essex South West	CREATED 1935	4A	5A	5A	ABOLISHED 1965	ABOLISHED 1965	*31*
Eton	6	3A	6A	ABOLISHED 1974	ABOLISHED 1974	ABOLISHED 1974	322
Everton	20	8B	10D	10D	36	3	25
Evesham	18	6C	9D	9D	29	33	515
Ewecross	CREATED 1947	CREATED 1947	2C	2C	2	2	*32*
Exeter	10	5B	7A	7A	21	26	408
Exmoor	CREATED 1936	5C	7C	7C	ABOLISHED 1974	ABOLISHED 1974	725
Fakenham	CREATED 1939	4B	4B	4B	10	40	635
Falmouth	9	5C	7A	7A	21	23	359
Fareham	7	2B	ABOLISHED 1932	ABOLISHED 1932	ABOLISHED 1932	ABOLISHED 1932	501
Faringdon	6	2C	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	695
Farnborough	4	2A	ABOLISHED 1869	ABOLISHED 1869	ABOLISHED 1869	ABOLISHED 1869	495
Farnham (or NW & SW Surrey)	4	2A	ABOLISHED 1934	ABOLISHED 1934	ABOLISHED 1934	ABOLISHED 1934	761
Farnworth	CREATED 1935	8C	10C	10C	ABOLISHED 1974	ABOLISHED 1974	2
Farringdon	2	ABOLISHED 1838	ABOLISHED 1838	ABOLISHED 1838	ABOLISHED 1838	ABOLISHED 1838	243
Faversham	5	2A	ABOLISHED 1941	ABOLISHED 1941	ABOLISHED 1941	ABOLISHED 1941	560
Fenland	CREATED 1980	CREATED 1980	CREATED 1980	CREATED 1980	9	20	339
Ffestiniog	27	11B	ABOLISHED 1935	ABOLISHED 1935	ABOLISHED 1935	ABOLISHED 1935	840
Finsbury	CREATED 1930	1B	5C	ABOLISHED 1965	ABOLISHED 1965	ABOLISHED 1965	250
Fleetwood	CREATED 1974	CREATED 1974	CREATED 1974	CREATED 1974	40	ABOLISHED 1982	584
Fleetwood (& Fylde)	CREATED 1998	CREATED 1998	CREATED 1998	CREATED 1998	CREATED 1998	37	584
Flegg (orig East & West Flegg)	13	4B	ABOLISHED 1925	ABOLISHED 1925	ABOLISHED 1925	ABOLISHED 1925	636
Flintshire East	CREATED 1996	CREATED 1996	CREATED 1996	CREATED 1996	CREATED 1996	24	800
Flintshire West	CREATED 1996	CREATED 1996	CREATED 1996	CREATED 1996	CREATED 1996	24	800
Foleshill	16	6D	ABOLISHED 1932	ABOLISHED 1932	ABOLISHED 1932	ABOLISHED 1932	63
Folkestone	CREATED 1941	2A	5B	5F	ABOLISHED 1974	ABOLISHED 1974	558
Forden	CREATED 1870	11B	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	880
Fordingbridge	8	2B	ABOLISHED 1932	ABOLISHED 1932	ABOLISHED 1932	ABOLISHED 1932	494
Forehoe	13	4B	ABOLISHED 1939	ABOLISHED 1939	ABOLISHED 1939	ABOLISHED 1939	639
Forest of Dean	CREATED 1937	6A	7B	7B	22	31	482
Freebridge Lynn	13	4B	ABOLISHED 1939	ABOLISHED 1939	ABOLISHED 1939	ABOLISHED 1939	*33*
Frome	10	5C	7C	7C	ABOLISHED 1974	ABOLISHED 1974	721
Fulham (Hammersmith & _)	CREATED 1875	1A	5C	5C	12	12	228
Fylde	21	8E	10C	10C	ABOLISHED 1974	ABOLISHED 1974	584
Gainsborough (now Lincolns.)	14	7A	3B	3B	7	39	615
Garrigill (Alston &)	25	10B	1A	1A	1	24	380
Garstang	21	8E	10C	10C	40	37	587
Gateshead	24	10A	1A	1A	2	5	51
Gipping (& Hartismere)	CREATED 1935	4A	4B	4B	10	48	745
Glanford Brigg	14	7A	ABOLISHED 1938	ABOLISHED 1938	ABOLISHED 1938	ABOLISHED 1938	*34*
Glendale	25	10B	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	*35*
Glossop	CREATED 1898	7B	10A	10A	ABOLISHED 1974	ABOLISHED 1974	395
Gloucester (city and rural)	11	6A	7B	7B	22	31	483
Glyndwr	CREATED 1974	CREATED 1974	CREATED 1974	CREATED 1974	24	53	*36*
Godstone	4	2A	ABOLISHED 1934	ABOLISHED 1934	ABOLISHED 1934	ABOLISHED 1934	755
Goole (East Riding of Yorks)	23	9C	2B	2B	7	35	547
Gosport	CREATED 1932	2B	6B	6B	ABOLISHED 1974	ABOLISHED 1974	499
Gower	CREATED 1858	11A	ABOLISHED 1934	ABOLISHED 1934	ABOLISHED 1934	ABOLISHED 1934	897
Grantham & West Kesteven	14	7A	3B	3B	7	39	616
Gravesend (Kent)	5	2A	ABOLISHED 1941	CREATED 1980	16	36	562
Great Boughton	19	8A	ABOLISHED 1870	ABOLISHED 1870	ABOLISHED 1870	ABOLISHED 1870	340
Great Ousebourn	CREATED 1854	9A	2B	ABOLISHED 1947	ABOLISHED 1947	ABOLISHED 1947	650
Great Yarmouth	CREATED 1939	4B	4B	4B	10	40	636
Greenwich	5	1D	5C	5C	12	12	229
Grimsby	CREATED 1897	7A	3B	3B	7	35	*37*
Guildford	4	2A	ABOLISHED 1934	ABOLISHED 1934	ABOLISHED 1934	ABOLISHED 1934	761
Guiltcross	13	4B	ABOLISHED 1902	ABOLISHED 1902	ABOLISHED 1902	ABOLISHED 1902	*101*
Guisborough	24	9D	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	349
Hackney	3	1B	5C	5C	12	13	230
Hailsham	7	2B	5H	5H	18	29	454
Halifax (now Calderdale)	22	9A	2B	2B	4	9	86
Halstead	12	4A	4A	4A	ABOLISHED 1972	ABOLISHED 1972	465
Halton	CREATED 1974	CREATED 1974	CREATED 1974	CREATED 1974	35	35	343
Haltwhistle	25	10B	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	680
Hambledon	4	2A	ABOLISHED 1934	ABOLISHED 1934	ABOLISHED 1934	ABOLISHED 1934	761
Hammersmith (& Fulham)	CREATED 1913	1A	5C	5C	12	13	228
Hampshire North	CREATED 2001	CREATED 2001	CREATED 2001	CREATED 2001	CREATED 2001	CREATED 2001	504
Hampstead	3	1A	5C	5C	12	16	250
Happing (became Tunstead)	13	4B	4B	4B	10	40	638
Hardingstone	15	3B	ABOLISHED 1925	ABOLISHED 1925	ABOLISHED 1925	ABOLISHED 1925	670
Haringey	CREATED 1965	CREATED 1965	CREATED 1965	5B	12	13	233
Harlow	CREATED 1974	CREATED 1974	CREATED 1974	CREATED 1974	9	30	472
Harrow	CREATED 1947	CREATED 1947	5F	5B	12	13	232
Hartismere (Gipping & _)	13	4A	4B	4B	10	48	745
Hartlepool	CREATED 1859	10A	ABOLISHED 1938	1A	3	3	351
Hartley Wintney	7	2C	ABOLISHED 1932	ABOLISHED 1932	ABOLISHED 1932	ABOLISHED 1932	495
Harwich	CREATED 1939	4A	4A	ABOLISHED 1957	ABOLISHED 1957	ABOLISHED 1957	469
Haslingden	21	8E	10C	10C	ABOLISHED 1974	ABOLISHED 1974	586
Hastings (& Rother)	7	2B	5H	5H	18	29	456
Hatfield	6	3A	4B	4B	10	34	532
Havant	7	2B	ABOLISHED 1932	ABOLISHED 1932	ABOLISHED 1932	ABOLISHED 1932	501
Haverfordwest Pembrokeshire	26	11A	8C	8C	24	54	819
Havering	CREATED 1965	CREATED 1965	5C	5C	13	13	234
Hawarden	CREATED 1903	11B	8A	8A	ABOLISHED 1974	ABOLISHED 1974	800
Hay	26	11B	8A	8A	26	58	870
Hayfield	19	7B	ABOLISHED 1938	ABOLISHED 1938	ABOLISHED 1938	ABOLISHED 1938	395
Haywards Heath	CREATED 1980	CREATED 1980	CREATED 1980	CREATED 1980	18	51	781
Headington	16	3A	ABOLISHED 1933	ABOLISHED 1933	ABOLISHED 1933	ABOLISHED 1933	695
Helmsley	24	9D	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	650
Helston	9	5C	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	361
Hemel Hempstead	6	3A	4B	4B	ABOLISHED 1974	ABOLISHED 1974	530
Hemsworth	22	9C	2B	2B	ABOLISHED 1974	ABOLISHED 1974	98
Hendon	3	3A	5F	5F	13	13	219
Henley	16	3A	6B	6B	20	44	695
Henstead (orig Humbleyard & Henstead)	13	4B	ABOLISHED 1939	ABOLISHED 1939	ABOLISHED 1939	ABOLISHED 1939	*38*
Hereford	26	6A	9A	9A	29	33	516
Hertford (& Ware)	6	3A	4B	4B	10	34	533
Hexham	25	10B	1B	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	680
Heywood	CREATED 1934	8C	10C	10C	ABOLISHED 1974	ABOLISHED 1974	9
High Peak	18	ABOLISHED 1839	ABOLISHED 1839	CREATED 1974	6	25	398
Highworth	8	5A	ABOLISHED 1899	ABOLISHED 1899	ABOLISHED 1899	ABOLISHED 1899	796
Hillingdon (pre 1965 Uxbridge)	CREATED 1965	CREATED 1965	CREATED 1965	5C	13	14	236
Hinckley (Leicestershire)	15	7A	3A	3A	6	38	605
Hiraethog	CREATED 1935	11B	8A	8A	ABOLISHED 1974	ABOLISHED 1974	*39*
Hitchin (& Stevenage)	6	3A	4B	4B	10	34	534
Holbeach	14	7A	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	613
Holbeck	CREATED 1862	9B	ABOLISHED 1929	ABOLISHED 1929	ABOLISHED 1929	ABOLISHED 1929	92
Holborn	2	1B	5C	5C	ABOLISHED 1965	ABOLISHED 1965	243
Holderness	CREATED 1937	9D	2A	2A	ABOLISHED 1974	ABOLISHED 1974	550
Hollingbourn	5	2A	ABOLISHED 1941	ABOLISHED 1941	ABOLISHED 1941	ABOLISHED 1941	569
Holsworthy	9	5B	7A	7A	21	26	405
Holyhead	CREATED 1885	11B	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	857
Holywell	27	11B	8A	8A	ABOLISHED 1974	ABOLISHED 1974	803
Honiton	10	5B	7A	7A	21	26	410
Hoo	5	2A	ABOLISHED 1923	ABOLISHED 1923	ABOLISHED 1923	ABOLISHED 1923	575
Horncastle (now Lincolnshire)	14	7A	3B	3B	7	39	617
Horsham	7	2B	5H	5H	18	51	783
Horwich	CREATED 1935	8C	10C	ABOLISHED 1968	ABOLISHED 1968	ABOLISHED 1968	2
Houghton-le-Spring	24	10A	ABOLISHED 1938	ABOLISHED 1938	ABOLISHED 1938	ABOLISHED 1938	58
Hounslow	CREATED 1965	CREATED 1965	CREATED 1965	5C	13	14	237
Hove (Brighton & _)	CREATED 1935	2B	5H	5H	18	29	452
Howden(shire)	23	9D	2A	2A	ABOLISHED 1974	ABOLISHED 1974	547
Hoxne	13	4A	ABOLISHED 1907	ABOLISHED 1907	ABOLISHED 1907	ABOLISHED 1907	745
Huddersfield	22	9A	2B	2B	4	9	89
Hull	CREATED 1854	9D	2A	2A	7	35	542
Hull, City of	22	9D	2A	2A	7	35	550
Hungerford	6	2C	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	494
Hunslet	23	9B	ABOLISHED 1929	ABOLISHED 1929	ABOLISHED 1929	ABOLISHED 1929	92
Huntingdon	14	3B	4B	4B	9	20	333
Huntingdonshire North	CREATED 1934	3B	4B	ABOLISHED 1968	ABOLISHED 1968	ABOLISHED 1968	335
Hursley	7	ABOLISHED 1837	ABOLISHED 1837	ABOLISHED 1837	ABOLISHED 1837	ABOLISHED 1837	502
Hyde	CREATED 1937	8A	10A	10A	ABOLISHED 1974	ABOLISHED 1974	14
Hyndburn & Rossendale	CREATED 1974	CREATED 1974	CREATED 1974	CREATED 1974	40	37	586
Ilford	CREATED 1939	4A	5A	ABOLISHED 1965	ABOLISHED 1965	ABOLISHED 1965	247
Ilkeston	CREATED 1938	7B	3A	3A	6	6	396
Ince	CREATED 1936	8C	10C	10C	ABOLISHED 1974	ABOLISHED 1974	18
Ipswich	12	4A	4B	4B	10	48	747
Isle Of Wight	8	2B	6B	6B	20	36	556
Isles Of Scilly	CREATED 1901	5C	7A	7A	21	23	360
Islington	3	1B	5C	5C	13	14	238
Jarrow (South Tyneside)	CREATED 1974	CREATED 1974	CREATED 1974	CREATED 1974	2	5	57
Keighley	23	9A	2C	2C	4	4	82
Kendal (Cumbria)	25	10B	ABOLISHED 1937	ABOLISHED 1937	1	24	377
Kensington (to: _ & Chelsea)	3	1A	5C	5C	13	14	239
Kerrier	CREATED 1936	5C	7A	7A	21	23	361
Kettering	15	3B	3B	3B	7	42	669
Ketton	CREATED 1934	7A	3C	3C	ABOLISHED 1974	ABOLISHED 1974	604
Keynsham	11	5C	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	300
Kidderminster	18	6C	9D	9D	29	33	517
King's Lynn	13	4B	4B	4B	10	40	637
King's Norton (& Birmingham)	18	6C	ABOLISHED 1924	ABOLISHED 1924	ABOLISHED 1924	ABOLISHED 1924	61
Kingsbridge	9	5B	7A	7A	21	26	417
Kingsclere (& Whitchurch)	7	2C	6B	6B	20	32	503
Kingston upon Thames	CREATED 1965	CREATED 1965	CREATED 1965	5C	13	14	240
Kingston (Vale)	4	2A	ABOLISHED 1934	ABOLISHED 1934	ABOLISHED 1934	ABOLISHED 1934	244
Kingswinford	CREATED 1934	6B	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	65
Kingswood	CREATED 1937	6A	7B	7B	ABOLISHED 1974	ABOLISHED 1974	487
Kington	26	6A	9A	9A	29	33	518
Kingston-upon-Hull (City)	22	9D	ABOLISHED 1854	ABOLISHED 1854	ABOLISHED 1854	ABOLISHED 1854	550
Kirk Deighton	CREATED 1861	9A	ABOLISHED 1869	ABOLISHED 1869	ABOLISHED 1869	ABOLISHED 1869	650
Kirkstall	CREATED 1862	9B	ABOLISHED 1869	ABOLISHED 1869	ABOLISHED 1869	ABOLISHED 1869	92
Kingston-on-Thames	4	2A	5B	5C	13	14	240
Knaresborough	23	9A	2C	ABOLISHED 1947	ABOLISHED 1947	ABOLISHED 1947	650
Knighton	26	11B	ABOLISHED 1933	ABOLISHED 1933	ABOLISHED 1933	ABOLISHED 1933	876
Knowsley	CREATED 1974	CREATED 1974	CREATED 1974	CREATED 1974	36	3	23
Lambeth	4	1D	5C	5D	14	18	241
Lampeter	27	11B	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	815
Lancaster	21	8E	10C	10C	40	37	587
Lanchester	24	10A	ABOLISHED 1938	ABOLISHED 1938	ABOLISHED 1938	ABOLISHED 1938	440
Langport	10	5C	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	726
Launceston	9	5C	7A	7A	21	23	362
Launditch	13	4B	4B	4B	10	40	634
Leamington & Warwick		6D	9C	9C	31	50	770
Ledbury	26	6A	9A	9A	29	33	519
Leeds (& North, South)	23	9B	2C	2C	5	12	92
Leek (orig Leek & Longnor)	17	6B	9B	9B	ABOLISHED 1974	ABOLISHED 1974	736
Leicester	15	7A	3A	3A	ABOLISHED 1974	ABOLISHED 1974	600
Leicestershire (Central)	CREATED 1949	CREATED 1949	3A	3A	6	6	600
Leigh (Wigan & _)	21	8C	10D	10D	39	2	18
Leighton Buzzard now Beds	6	3B	4A	4A	9	17	309
Leominster	26	6A	9A	9A	29	33	520
Lewes	7	2B	5H	5H	18	29	459
Lewisham	5	1D	5D	5D	14	15	242
Lexden (now Colchester)	12	4A	ABOLISHED 1939	ABOLISHED 1939	ABOLISHED 1939	ABOLISHED 1939	469
Leyburn	24	9D	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	650
Lichfield	17	6B	9B	9B	30	47	732
Limehouse (Tower Hamlets)	2	1C	5D	5D	14	15	246
Lincoln (now Lincolnshire)	14	7A	3B	3B	7	39	619
Linton	14	3B	ABOLISHED 1935	ABOLISHED 1935	ABOLISHED 1935	ABOLISHED 1935	331
Liskeard	9	5C	7A	7A	21	23	363
Littleborough	CREATED 1936	8E	10D	10D	ABOLISHED 1974	ABOLISHED 1974	9
Liverpool	20	8B	10D	10D	36	3	25
Llandiloes	27	11B	8C	8C	26	58	875
